Date,Brand,Product,Manufacturing Unit,Production Volume (Units),Production Cost (INR),Raw Material Cost (INR),Labor Cost (INR),Machine Efficiency (%),Production Time (Hours),Defect Rate (%),Inventory Stock (Units),Inventory Turnover Ratio,Demand Forecast (Units),Supply Chain Cost (INR),On-Time Delivery (%),Customer Satisfaction (%),Quality Rating,Energy Consumption (kWh)
2022-03-12,Britannia,Chocolates,Unit_6,2523,11.19,3.0,3.16,96.56,16.0,4.69,1357,8.74,3821,506.78,92.57,91.73,Low,330.14
2022-03-12,PepsiCo,Biscuits,Unit_6,3685,5.97,7.79,1.16,84.64,11.9,1.51,2186,5.6,4616,3553.17,92.65,78.53,Low,166.45
2022-03-12,PepsiCo,Dairy,Unit_8,4651,13.78,8.3,4.46,78.38,10.04,1.0,12365,8.91,4528,2522.24,94.42,87.55,Medium,473.16
2022-03-13,Coca-Cola,Ice Cream,Unit_13,3093,6.95,5.11,2.96,98.97,19.83,4.07,6230,7.65,4459,4948.07,83.5,73.27,Low,221.96
2022-03-13,Coca-Cola,Ice Cream,Unit_18,3841,13.57,3.4,2.92,91.16,18.27,3.15,12225,5.37,3414,3111.59,86.0,67.92,High,137.81
2022-03-13,Haldiram's,Dairy,Unit_4,695,16.69,6.99,2.13,83.94,19.26,2.07,13913,3.69,1684,3217.16,90.76,81.22,Low,167.39
2022-03-13,Amul,Ice Cream,Unit_17,2290,18.94,9.65,1.79,72.06,5.73,0.18,3465,9.77,4831,4998.09,82.83,74.15,Low,318.4
2022-03-13,Britannia,Chocolates,Unit_5,1606,6.01,7.6,2.17,74.2,17.23,1.54,7386,2.88,4363,1706.06,96.23,64.46,High,173.33
2022-03-13,Nestle,Snacks,Unit_3,3289,9.56,2.99,3.6,75.89,18.37,0.56,8525,8.01,4713,3968.8,95.69,73.77,Medium,397.0
2022-03-13,PepsiCo,Beverages,Unit_4,2684,14.79,5.18,1.39,97.09,12.15,2.46,7340,7.16,3177,749.46,93.64,76.54,Low,225.01
2022-03-13,Nestle,Chocolates,Unit_5,1038,9.73,9.32,2.33,99.15,18.36,4.14,5509,4.7,1050,2712.7,86.65,89.37,High,171.14
2022-03-13,Parle,Juices,Unit_14,1218,11.77,7.08,4.91,78.01,6.51,1.56,2355,7.47,2107,3333.38,91.63,76.89,Medium,137.86
2022-03-13,Parle,Juices,Unit_15,4495,5.3,3.18,2.09,84.95,5.91,1.79,13199,2.17,1337,1430.65,80.11,96.75,High,214.46
2022-03-13,Nestle,Snacks,Unit_20,805,15.4,7.8,4.87,93.76,9.37,3.92,2984,3.17,1139,2635.13,92.0,85.41,Medium,480.12
2022-03-13,Parle,Snacks,Unit_17,887,18.25,4.83,1.42,81.54,5.39,2.28,1700,7.47,775,2554.69,80.99,95.17,Medium,120.38
2022-03-13,Amul,Ice Cream,Unit_6,1224,19.65,5.92,4.18,84.77,15.26,3.34,4675,2.15,2623,1765.92,84.41,67.92,High,481.92
2022-03-13,Coca-Cola,Biscuits,Unit_10,3096,17.46,5.32,2.76,96.63,18.9,0.94,12927,9.16,4360,3237.18,86.97,92.87,Low,397.61
2022-03-13,Parle,Biscuits,Unit_16,2935,5.48,7.81,1.78,76.23,9.43,1.25,17410,6.38,3529,3546.61,92.91,63.34,High,333.92
2022-03-13,Haldiram's,Ice Cream,Unit_17,2840,14.78,3.74,4.15,99.82,14.89,3.17,13489,1.64,3199,894.18,84.84,89.22,Medium,295.12
2022-03-13,Parle,Ice Cream,Unit_14,678,12.43,5.11,1.03,83.69,12.02,0.56,5513,7.92,4533,1197.32,82.61,73.31,Low,156.9
2022-03-13,Britannia,Dairy,Unit_20,2403,19.07,7.96,2.39,77.75,8.83,0.88,3409,4.94,3672,4806.87,89.93,71.98,Low,114.91
2022-03-13,Amul,Dairy,Unit_12,2204,18.53,7.64,3.42,96.77,18.78,1.59,18585,3.67,4613,677.16,95.02,86.44,Medium,349.48
2022-03-13,Britannia,Beverages,Unit_9,3883,19.82,3.61,1.92,72.3,19.37,0.9,3583,5.78,2991,988.7,87.81,62.74,Low,195.42
2022-03-13,Britannia,Beverages,Unit_15,4675,17.93,4.81,2.33,89.27,7.02,4.88,5094,7.76,3845,4156.64,97.17,98.13,High,312.08
2022-03-13,Haldiram's,Beverages,Unit_12,595,13.2,2.11,1.37,71.85,16.5,1.28,18727,9.2,4047,4140.39,98.83,69.33,Low,276.38
2022-03-13,Amul,Beverages,Unit_14,1783,15.72,6.24,4.41,98.39,7.83,4.77,9410,3.88,3235,4794.11,94.28,92.61,Low,404.04
2022-03-13,Amul,Snacks,Unit_18,747,19.47,4.25,2.69,89.19,12.32,4.23,5171,7.25,1045,4397.21,96.15,87.16,Low,207.55
2022-03-14,Amul,Snacks,Unit_20,1481,13.67,2.09,1.58,81.94,10.41,1.66,14792,4.07,2491,1473.94,91.08,76.31,Low,150.3
2022-03-14,Amul,Dairy,Unit_6,4863,17.6,5.4,1.8,82.73,8.66,2.74,14665,1.12,1478,3562.42,91.52,88.81,High,343.34
2022-03-14,Amul,Biscuits,Unit_4,2065,19.13,9.41,2.1,74.95,15.14,1.69,16996,9.66,1017,1390.53,80.73,74.32,High,435.29
2022-03-14,Haldiram's,Ice Cream,Unit_12,2641,13.56,9.39,1.92,80.8,17.83,3.52,14851,3.68,4457,4209.55,90.62,86.69,High,467.07
2022-03-14,Parle,Juices,Unit_13,1235,7.39,4.98,3.01,97.11,16.72,1.81,19653,5.18,3375,2849.85,90.55,60.13,Low,469.88
2022-03-14,Britannia,Biscuits,Unit_19,3887,7.33,5.59,4.62,94.16,15.83,2.33,9686,6.84,3467,2587.21,91.19,98.32,Medium,113.38
2022-03-14,Amul,Chocolates,Unit_13,3159,6.73,3.94,1.74,89.84,5.99,3.59,15482,7.12,720,2753.65,84.48,65.98,High,175.15
2022-03-14,PepsiCo,Snacks,Unit_12,948,12.14,2.55,2.81,99.03,6.46,2.08,6388,8.4,1231,609.5,87.74,80.63,Low,399.91
2022-03-14,Parle,Beverages,Unit_20,2335,12.2,7.55,3.66,87.2,11.97,3.45,4699,4.44,952,3723.19,98.98,70.54,Medium,381.62
2022-03-14,Parle,Beverages,Unit_3,1113,14.26,8.4,1.74,75.29,13.34,1.85,11017,7.37,4740,1252.65,97.04,75.24,High,332.67
2022-03-14,Britannia,Chocolates,Unit_3,1933,12.24,9.04,1.62,91.41,15.85,2.0,4421,6.54,2007,1116.53,89.07,73.32,Low,247.25
2022-03-14,Haldiram's,Biscuits,Unit_14,1376,19.6,9.48,1.62,87.76,10.34,1.61,7332,9.87,2865,1854.7,88.37,99.25,Low,222.43
2022-03-14,Nestle,Beverages,Unit_18,3075,9.37,9.33,4.53,83.1,5.34,4.95,3626,7.66,689,2703.29,95.67,65.25,Low,136.16
2022-03-14,Nestle,Biscuits,Unit_19,1633,18.11,2.22,3.85,74.41,5.54,2.52,3351,9.5,4953,2791.69,87.96,65.98,High,334.54
2022-03-14,Parle,Ice Cream,Unit_10,1171,6.5,9.82,2.35,90.33,17.82,1.11,3554,3.55,758,3456.81,92.01,98.86,Low,185.12
2022-03-14,Coca-Cola,Chocolates,Unit_17,2130,14.03,5.04,4.61,83.32,6.93,2.84,10984,5.1,2493,795.56,97.42,65.29,Medium,455.84
2022-03-14,Coca-Cola,Juices,Unit_15,3818,14.72,9.09,4.81,87.36,19.05,2.35,16196,5.76,4009,2023.43,83.87,63.44,Low,189.63
2022-03-14,Britannia,Biscuits,Unit_19,860,16.58,5.53,2.59,79.46,9.99,3.89,2941,8.63,766,1600.53,94.83,80.3,Low,407.44
2022-03-14,Nestle,Ice Cream,Unit_9,2892,12.55,5.38,3.04,74.67,13.75,4.68,13340,4.82,2634,2313.31,99.95,68.15,High,239.33
2022-03-14,Parle,Biscuits,Unit_4,4401,7.96,2.09,2.43,80.8,7.53,0.55,2193,6.01,3703,2791.12,80.76,68.53,High,427.58
2022-03-14,Haldiram's,Biscuits,Unit_15,1297,10.53,2.42,1.91,95.56,11.81,4.91,10247,2.24,4180,4322.38,80.59,92.78,High,395.5
2022-03-14,Nestle,Beverages,Unit_19,2283,9.08,7.37,4.12,74.79,18.14,0.82,19405,2.73,1008,4371.57,93.94,69.44,High,109.31
2022-03-14,Parle,Dairy,Unit_16,566,11.29,9.5,3.6,84.14,19.76,1.37,14290,4.52,4316,2906.86,88.88,73.0,Low,359.92
2022-03-14,Parle,Snacks,Unit_8,3534,12.95,3.8,2.47,78.93,16.5,3.88,12381,1.45,2781,4036.8,83.66,86.66,High,324.41
2022-03-15,Amul,Biscuits,Unit_17,2590,14.38,2.75,1.06,98.87,16.47,0.78,8073,1.69,2191,2317.22,90.36,99.57,Medium,428.78
2022-03-15,Haldiram's,Biscuits,Unit_1,2776,17.68,3.71,4.05,72.54,18.28,4.09,7026,7.34,3305,4945.8,97.82,79.67,High,193.27
2022-03-15,Amul,Biscuits,Unit_7,4015,18.65,3.7,2.91,77.36,8.67,3.37,3285,1.64,1820,1067.91,90.46,86.49,High,391.92
2022-03-15,Britannia,Dairy,Unit_18,733,11.94,4.35,1.29,83.49,16.04,4.03,19055,1.02,1701,1143.87,98.8,80.04,Medium,454.6
2022-03-15,Amul,Ice Cream,Unit_12,1722,6.33,2.76,1.5,77.42,13.38,2.82,9654,1.56,2774,1819.55,91.39,67.19,High,413.13
2022-03-15,PepsiCo,Juices,Unit_16,3044,16.96,3.88,3.51,91.2,8.93,4.92,2165,6.75,538,968.65,83.72,77.77,Low,468.47
2022-03-15,Amul,Juices,Unit_1,1555,12.16,9.37,3.19,81.13,5.83,2.96,9557,6.06,835,524.87,96.77,85.17,Medium,222.67
2022-03-15,PepsiCo,Chocolates,Unit_15,3847,13.2,9.12,1.96,93.42,8.01,1.98,2213,8.33,3581,1970.64,87.6,62.58,Medium,268.22
2022-03-15,Nestle,Beverages,Unit_7,1669,13.94,4.53,1.56,86.54,14.75,4.83,7897,2.85,4858,708.47,92.07,66.77,High,256.84
2022-03-15,Coca-Cola,Dairy,Unit_17,4601,15.02,9.98,4.54,82.8,13.55,0.37,3460,6.3,1976,3120.73,87.86,92.62,Low,235.44
2022-03-15,Parle,Ice Cream,Unit_3,993,18.35,4.39,1.54,80.95,6.04,2.57,15280,8.26,3789,4259.14,88.5,63.28,Low,160.31
2022-03-15,PepsiCo,Biscuits,Unit_11,3679,19.28,7.77,1.34,76.66,13.43,3.16,5371,7.47,4094,1320.19,83.47,66.63,Medium,106.91
2022-03-15,Haldiram's,Ice Cream,Unit_6,4343,19.1,7.15,3.48,77.58,10.86,1.73,1300,3.86,4282,3204.16,92.51,70.17,Medium,205.23
2022-03-15,Amul,Dairy,Unit_6,1863,17.14,2.52,2.01,75.29,5.22,0.46,7524,6.56,2330,1588.15,86.32,62.22,Low,497.2
2022-03-15,PepsiCo,Dairy,Unit_15,3898,18.34,4.74,3.63,95.55,18.64,2.05,19025,7.59,3469,2883.1,87.01,91.64,High,217.61
2022-03-15,Haldiram's,Dairy,Unit_7,1556,5.74,9.61,2.96,86.45,8.88,4.05,9417,8.37,4524,2905.42,83.88,81.28,Low,421.55
2022-03-15,Coca-Cola,Chocolates,Unit_11,642,17.74,2.41,1.84,84.49,13.3,2.86,2884,9.9,1194,731.86,86.85,68.19,Medium,159.68
2022-03-15,Coca-Cola,Snacks,Unit_17,3815,6.08,3.4,1.28,79.67,13.84,3.79,16384,4.6,1495,4684.56,96.43,63.81,Low,323.09
2022-03-15,Amul,Beverages,Unit_18,3273,16.19,9.77,1.28,85.51,12.48,3.59,3551,1.27,2953,1299.49,99.09,82.92,High,146.51
2022-03-15,Britannia,Chocolates,Unit_19,2384,7.54,2.32,3.34,96.48,8.59,1.43,18098,5.71,3635,3092.25,88.79,84.28,Low,366.24
2022-03-15,Amul,Chocolates,Unit_8,2764,10.4,5.57,4.03,95.68,11.11,1.27,7657,3.89,3913,2561.48,94.98,87.41,Low,144.56
2022-03-15,Nestle,Snacks,Unit_20,2424,7.76,9.35,3.76,87.97,9.35,3.95,9744,3.72,2357,4119.22,98.19,90.88,High,217.77
2022-03-15,PepsiCo,Chocolates,Unit_8,4545,11.65,9.55,3.37,85.9,11.5,0.85,12079,7.15,3121,2195.52,85.07,98.89,High,152.64
2022-03-15,Parle,Dairy,Unit_11,2981,11.18,9.83,1.84,76.77,6.24,2.83,19561,1.39,1215,3783.1,82.67,93.5,High,242.8
2022-03-16,Britannia,Dairy,Unit_3,2390,5.72,5.85,4.45,90.79,7.49,4.78,14761,5.87,4020,3984.46,84.87,69.5,Low,226.08
2022-03-16,Amul,Ice Cream,Unit_14,3625,17.46,2.69,3.52,95.6,7.06,2.63,19976,6.71,1410,1243.31,97.81,63.18,Medium,208.6
2022-03-16,Haldiram's,Biscuits,Unit_9,1441,17.81,8.18,3.78,79.17,13.93,4.03,13759,7.54,3578,3528.26,86.12,63.8,High,159.43
2022-03-16,Britannia,Chocolates,Unit_1,2115,16.81,7.67,1.9,83.07,14.84,1.28,4864,9.66,4577,2465.3,90.51,93.5,Low,308.06
2022-03-16,PepsiCo,Biscuits,Unit_1,2468,17.71,6.64,2.05,73.2,18.71,0.29,11213,1.08,2505,4797.5,99.3,90.37,Medium,180.59
2022-03-16,Britannia,Beverages,Unit_12,3722,16.26,9.11,4.63,95.75,8.93,1.74,17768,5.71,4500,4946.03,89.52,61.76,Medium,434.12
2022-03-16,PepsiCo,Juices,Unit_11,4650,19.06,9.29,2.9,72.93,10.9,2.87,18497,8.87,1296,3652.34,87.32,89.29,Medium,362.91
2022-03-16,Amul,Dairy,Unit_1,1971,13.65,7.47,3.22,91.13,14.34,3.2,19836,2.84,2910,3036.83,98.45,89.5,Low,442.35
2022-03-16,PepsiCo,Ice Cream,Unit_20,1558,13.74,2.9,1.44,75.61,19.58,2.68,4798,9.78,3384,1929.06,82.13,92.74,Low,444.26
2022-03-16,Britannia,Beverages,Unit_12,1506,17.9,2.76,2.58,92.01,10.87,2.16,15146,2.71,1153,1681.92,94.16,86.21,Low,233.72
2022-03-16,Haldiram's,Ice Cream,Unit_17,3690,10.24,5.27,4.55,89.28,9.34,4.93,12780,6.73,2274,2656.25,88.62,81.56,High,129.77
2022-03-16,Coca-Cola,Juices,Unit_15,1720,5.75,4.34,4.6,90.71,10.82,3.44,14660,1.67,4246,2908.88,95.73,71.91,Low,201.71
2022-03-16,Britannia,Juices,Unit_2,2297,16.25,3.06,3.92,89.07,9.64,4.77,9218,5.67,3440,2954.51,89.43,62.4,Low,276.25
2022-03-16,PepsiCo,Snacks,Unit_18,3371,8.82,6.89,3.18,81.9,6.28,0.88,12803,3.25,4680,4138.54,96.61,63.93,High,476.77
2022-03-16,Coca-Cola,Dairy,Unit_16,1013,12.11,7.47,4.72,88.61,10.19,5.0,18293,3.8,2145,4294.1,88.62,77.43,Medium,281.17
2022-03-16,PepsiCo,Beverages,Unit_4,2117,8.61,7.58,4.49,77.04,13.78,3.52,15699,4.33,3104,2091.48,83.1,67.17,Low,478.83
2022-03-16,Haldiram's,Snacks,Unit_8,4257,17.41,3.4,4.39,78.22,7.74,4.86,17133,3.1,3829,2801.14,87.98,60.67,Medium,409.36
2022-03-16,PepsiCo,Juices,Unit_2,2532,19.37,4.45,4.53,71.95,17.5,3.03,14559,8.8,1273,3908.27,82.62,78.29,High,288.27
2022-03-16,Amul,Beverages,Unit_14,3710,5.83,3.59,2.81,88.38,16.03,0.77,8485,2.37,574,4423.35,81.13,99.82,Low,447.03
2022-03-16,Parle,Ice Cream,Unit_15,1204,8.5,6.81,3.1,95.22,13.38,1.74,17412,4.87,2734,1174.99,84.84,98.94,Low,461.54
2022-03-16,Britannia,Snacks,Unit_9,2173,7.84,6.54,2.7,81.35,16.06,0.26,13534,9.83,4157,3861.49,88.36,90.28,Medium,274.0
2022-03-16,Parle,Snacks,Unit_2,4199,15.1,6.03,3.96,76.26,9.75,0.76,5358,6.29,2778,4636.73,82.6,70.14,Low,425.47
2022-03-16,PepsiCo,Dairy,Unit_17,2591,11.43,4.37,3.37,94.72,8.0,4.99,4155,6.68,3444,1629.14,93.88,91.48,High,446.75
2022-03-16,Haldiram's,Biscuits,Unit_10,3348,11.84,3.9,1.28,89.32,17.63,4.58,15586,7.56,810,2700.1,92.66,85.31,High,272.17
2022-03-17,Britannia,Ice Cream,Unit_9,4814,7.36,9.12,1.55,96.81,17.28,4.51,8164,8.8,4370,513.27,96.09,73.14,High,289.09
2022-03-17,PepsiCo,Ice Cream,Unit_2,2277,11.22,2.39,1.77,70.19,16.04,0.01,12845,8.38,3118,4200.89,84.84,61.81,High,206.65
2022-03-17,Coca-Cola,Snacks,Unit_19,4853,9.55,7.25,3.68,82.03,8.84,2.25,4980,4.28,3323,4291.8,87.57,79.55,Low,280.72
2022-03-17,Nestle,Snacks,Unit_17,1392,14.17,2.16,1.44,97.03,10.15,3.91,5807,8.54,978,4612.24,93.18,83.46,Low,295.5
2022-03-17,PepsiCo,Dairy,Unit_11,1471,8.26,3.55,3.16,90.26,10.71,1.13,6470,2.84,1279,3786.15,88.13,84.42,Medium,357.48
2022-03-17,Parle,Biscuits,Unit_17,602,14.22,4.32,4.36,84.07,7.76,2.1,9080,4.64,580,2025.29,87.68,72.08,Low,336.65
2022-03-17,Britannia,Ice Cream,Unit_10,1607,10.67,9.09,4.79,82.44,16.4,1.02,6764,7.01,2988,1313.92,86.94,88.71,Low,458.09
2022-03-17,Parle,Juices,Unit_18,3746,10.19,3.1,2.71,96.85,7.77,3.46,11704,3.2,2694,2021.21,89.93,87.32,Medium,359.39
2022-03-17,Britannia,Chocolates,Unit_6,4212,9.58,9.5,3.13,94.95,8.33,3.52,15661,4.19,2174,1523.85,88.16,72.16,Low,155.01
2022-03-17,PepsiCo,Chocolates,Unit_16,3917,15.11,8.52,4.33,70.37,5.72,1.41,8800,5.61,4191,987.36,90.94,89.41,Low,195.49
2022-03-17,Amul,Biscuits,Unit_18,4651,13.44,7.43,4.74,73.63,14.95,2.39,14236,3.17,940,2597.04,99.74,89.9,Medium,466.48
2022-03-17,Coca-Cola,Beverages,Unit_20,4159,17.78,5.29,2.56,85.37,18.93,2.26,17452,7.85,4792,1419.35,89.71,93.48,Low,124.48
2022-03-17,PepsiCo,Dairy,Unit_18,1419,8.62,9.24,2.41,73.44,12.26,3.89,2438,7.56,3317,792.96,95.5,77.05,Medium,379.11
2022-03-17,Parle,Biscuits,Unit_1,4727,5.6,6.22,2.8,78.24,18.47,3.38,7274,9.3,2174,3002.66,93.37,97.41,Medium,133.42
2022-03-17,Nestle,Chocolates,Unit_3,2657,7.73,4.97,2.02,95.05,17.62,0.34,11094,1.59,2693,3062.3,91.14,98.48,High,188.29
2022-03-17,Nestle,Snacks,Unit_15,1081,10.15,6.68,4.44,81.58,16.92,0.76,11509,9.1,2338,2785.84,94.77,88.68,Medium,422.55
2022-03-17,Haldiram's,Chocolates,Unit_20,1295,7.69,3.86,2.27,83.53,7.51,4.2,5434,1.14,4196,1290.91,92.75,86.23,Medium,243.61
2022-03-17,Britannia,Snacks,Unit_10,3697,6.25,4.18,2.8,75.23,10.66,4.83,3705,8.42,552,2381.04,81.35,92.83,Medium,291.91
2022-03-17,Parle,Dairy,Unit_5,2383,11.68,9.35,2.28,88.07,14.96,3.18,11819,3.31,2936,3663.12,94.91,65.47,Low,413.19
2022-03-17,Haldiram's,Snacks,Unit_15,3867,15.15,8.35,1.48,73.61,10.17,1.82,14667,6.87,888,3741.22,98.1,91.06,High,332.92
2022-03-17,Parle,Biscuits,Unit_14,1309,16.27,6.11,3.43,88.91,15.66,1.11,11489,7.02,2075,3206.06,96.1,77.45,Low,210.4
2022-03-17,Britannia,Snacks,Unit_15,3433,10.98,5.33,3.35,92.4,9.31,3.72,2529,4.47,966,4248.28,87.59,96.59,Low,480.24
2022-03-17,PepsiCo,Beverages,Unit_10,3768,12.17,8.46,2.18,96.21,10.89,3.19,4004,2.86,1855,3277.65,98.05,63.76,High,275.93
2022-03-17,PepsiCo,Biscuits,Unit_9,3484,16.33,6.57,1.13,87.47,15.97,4.54,6675,1.33,4138,766.15,82.03,67.35,Medium,146.14
2022-03-18,Nestle,Dairy,Unit_12,1072,10.29,5.32,4.75,79.96,6.77,4.52,5261,6.21,970,3964.6,87.62,74.48,High,126.2
2022-03-18,PepsiCo,Biscuits,Unit_7,1706,16.77,6.12,2.42,95.55,16.8,1.54,16656,7.33,4820,2234.22,80.1,98.81,Low,426.15
2022-03-18,PepsiCo,Beverages,Unit_5,3580,19.51,3.86,3.16,87.9,15.69,4.01,12291,4.37,2013,1493.57,87.19,83.57,High,301.22
2022-03-18,Amul,Dairy,Unit_10,2960,18.21,3.62,1.57,80.74,11.74,1.27,4363,2.72,557,657.02,80.82,96.75,High,311.5
2022-03-18,Nestle,Chocolates,Unit_8,2241,11.8,9.91,2.0,79.68,11.56,3.91,1741,2.46,1728,1958.1,95.01,97.52,Low,216.55
2022-03-18,Haldiram's,Beverages,Unit_20,4505,13.69,9.76,2.74,79.62,18.6,0.84,8548,3.39,3566,3250.98,85.46,61.35,Medium,430.71
2022-03-18,Coca-Cola,Dairy,Unit_16,3113,15.75,5.37,3.25,71.69,15.74,1.74,10123,8.2,2768,4338.81,91.0,89.21,Medium,437.55
2022-03-18,Amul,Juices,Unit_12,2215,10.24,6.12,4.42,73.04,14.3,0.43,6956,2.36,3058,1907.71,91.84,71.16,Low,317.31
2022-03-18,Haldiram's,Snacks,Unit_9,2069,16.99,8.62,2.16,72.69,17.96,1.48,1806,4.91,2193,2783.7,86.17,75.82,High,422.37
2022-03-18,Britannia,Biscuits,Unit_10,1176,11.55,7.81,4.49,79.37,9.97,1.59,16367,6.87,3883,1205.36,84.91,60.26,Low,409.93
2022-03-18,Amul,Dairy,Unit_16,2333,17.7,2.8,2.83,84.22,9.3,3.34,2847,8.63,4438,2527.81,91.02,87.71,High,203.1
2022-03-18,Haldiram's,Biscuits,Unit_10,3013,8.82,5.0,2.73,74.43,8.15,3.58,11163,5.61,888,1777.9,84.79,93.94,High,459.11
2022-03-18,Britannia,Snacks,Unit_9,1300,5.17,4.0,2.59,94.84,12.8,2.94,1434,7.12,1208,1156.67,83.14,63.95,Low,181.19
2022-03-18,Nestle,Dairy,Unit_3,1641,14.49,9.94,4.54,71.97,19.82,3.85,2356,5.6,4290,2705.64,94.89,84.9,Medium,348.55
2022-03-18,Coca-Cola,Chocolates,Unit_19,3552,11.78,7.99,2.0,98.36,18.93,2.26,18680,7.82,2529,4780.73,86.4,70.24,High,471.26
2022-03-18,Britannia,Juices,Unit_11,2531,5.9,2.38,4.43,72.23,11.83,3.14,4146,8.07,2085,3249.31,88.95,99.35,Low,203.19
2022-03-18,PepsiCo,Juices,Unit_6,2008,12.31,9.2,1.36,96.84,6.67,1.8,12180,8.03,1595,3730.6,98.25,62.17,Low,311.74
2022-03-18,Parle,Beverages,Unit_6,1610,7.53,9.42,4.82,77.82,18.12,2.61,6993,7.62,2783,1493.02,82.55,81.08,High,396.23
2022-03-18,Britannia,Dairy,Unit_15,4829,14.45,4.67,3.01,99.6,18.84,0.71,13316,8.28,3005,2425.75,81.28,93.52,Low,434.9
2022-03-18,Britannia,Snacks,Unit_15,1412,11.68,7.14,5.0,85.64,7.57,3.05,4851,8.21,3147,4430.1,88.59,89.59,Medium,137.73
2022-03-18,Coca-Cola,Dairy,Unit_13,1555,7.57,7.46,3.43,70.55,18.25,1.02,4111,8.77,3083,2439.44,92.3,81.96,Medium,104.53
2022-03-18,Parle,Biscuits,Unit_5,4689,11.18,7.84,1.47,78.48,11.69,2.3,6242,5.2,1596,1886.99,89.31,94.38,Medium,474.49
2022-03-18,PepsiCo,Ice Cream,Unit_14,2250,8.49,7.55,1.24,98.2,5.17,3.33,10654,8.99,2185,1212.04,80.17,99.22,Low,309.06
2022-03-18,Haldiram's,Dairy,Unit_2,3671,14.8,6.48,1.77,78.99,19.15,2.14,10886,1.67,4586,3118.52,88.12,64.1,Low,381.97
2022-03-19,Haldiram's,Juices,Unit_12,4653,9.43,9.63,2.68,80.79,5.64,1.12,12731,4.22,931,818.94,89.62,62.94,Medium,223.56
2022-03-19,Britannia,Juices,Unit_20,3512,17.33,6.1,3.99,71.32,5.52,3.33,5558,9.31,1471,1345.3,98.94,93.31,High,218.25
2022-03-19,Parle,Juices,Unit_14,3928,5.21,2.89,1.0,77.6,19.45,4.26,7029,4.73,1124,1409.96,81.53,69.76,High,352.96
2022-03-19,Parle,Chocolates,Unit_19,4062,11.05,2.64,2.03,77.78,8.22,2.5,1313,8.78,818,671.56,93.76,95.06,High,182.34
2022-03-19,PepsiCo,Dairy,Unit_20,856,14.26,2.15,3.35,91.48,13.33,2.79,8048,5.98,3568,921.61,87.89,73.84,High,385.3
2022-03-19,Coca-Cola,Beverages,Unit_15,4891,5.34,5.42,2.19,85.17,19.14,1.95,12005,3.32,4788,2407.44,97.47,68.51,Medium,185.19
2022-03-19,Nestle,Dairy,Unit_20,2117,8.24,4.19,2.43,74.83,19.1,2.92,10170,1.88,4948,534.54,93.19,72.9,Medium,108.63
2022-03-19,Haldiram's,Ice Cream,Unit_17,2123,9.91,9.16,2.2,93.87,7.61,2.48,5566,7.27,3918,2582.55,87.88,96.33,Medium,454.48
2022-03-19,Coca-Cola,Juices,Unit_14,2165,5.33,8.94,4.81,88.35,12.7,3.73,6483,3.01,833,4861.03,92.79,89.63,High,367.2
2022-03-19,Amul,Biscuits,Unit_18,3699,13.2,8.7,1.26,78.05,5.1,1.2,15253,6.19,2807,2548.61,88.93,61.63,Medium,411.83
2022-03-19,Haldiram's,Juices,Unit_5,4996,14.46,8.94,4.63,76.71,6.36,2.43,15113,4.54,1558,4149.28,94.35,99.63,Medium,346.07
2022-03-19,Coca-Cola,Dairy,Unit_12,2095,8.41,4.38,2.29,97.75,19.22,1.58,3834,7.03,4372,512.26,95.8,68.5,Medium,396.51
2022-03-19,Haldiram's,Chocolates,Unit_10,2489,13.15,5.41,1.99,89.11,11.23,0.47,7179,6.6,3494,3844.98,93.87,79.52,High,167.52
2022-03-19,Nestle,Snacks,Unit_8,3286,19.99,4.49,4.53,94.22,7.25,1.93,4419,6.47,4197,2568.16,87.47,69.13,Medium,117.16
2022-03-19,Amul,Dairy,Unit_6,1028,18.3,2.69,2.15,76.77,14.47,4.77,12711,5.64,4585,1816.48,80.7,71.08,High,435.24
2022-03-19,Nestle,Dairy,Unit_15,3104,5.88,9.39,4.95,87.66,7.6,2.3,11510,7.2,1535,517.04,82.77,62.84,High,382.72
2022-03-19,PepsiCo,Beverages,Unit_12,3695,6.92,6.93,3.19,71.6,19.7,2.73,6992,7.43,1877,3142.29,89.28,86.39,Medium,355.2
2022-03-19,Amul,Chocolates,Unit_6,2907,12.42,3.06,2.91,87.84,15.06,3.71,15290,2.9,2113,3993.8,91.7,81.34,Medium,236.57
2022-03-19,Britannia,Ice Cream,Unit_12,563,8.68,3.65,4.91,76.11,10.53,4.92,14930,6.36,3947,1264.85,81.87,86.66,Low,463.12
2022-03-19,Coca-Cola,Snacks,Unit_15,4460,6.21,5.61,1.91,90.07,10.72,2.06,7817,1.12,3549,4040.23,89.26,74.94,Low,157.23
2022-03-19,Amul,Juices,Unit_12,3312,8.82,2.42,4.64,97.96,18.75,2.59,14348,5.65,3794,4416.01,85.72,94.55,Medium,393.42
2022-03-19,PepsiCo,Biscuits,Unit_9,3321,5.92,4.18,3.37,83.76,18.43,4.84,5305,8.15,1940,3894.18,81.36,81.24,High,295.98
2022-03-19,PepsiCo,Dairy,Unit_19,4527,12.95,7.63,4.02,79.16,19.25,2.14,2973,1.54,2848,4145.73,87.07,98.42,Medium,489.77
2022-03-19,Nestle,Ice Cream,Unit_2,601,12.35,9.36,3.33,73.7,11.8,3.95,13011,3.9,4267,3494.83,92.66,93.32,Low,287.85
